Trip_ID,policyholder_id,vin,Start_Time,End_Time,Start_Location_Lat,Start_Location_Lon,Time_of_Day_Category,Duration_Min,Distance_Miles,Peak_High_Speed,Average_Speed,Peak_Low_Speed,Max_Speed_Limit_Exceeded,Sudden_Braking_Count,Rapid_Acceleration_Count,Harsh_Cornering_Count,Speeding_Incidents,Safety_Score,Braking_Index,Acceleration_Index,Trip_Risk_Level
2_109189_POL4018_1701501780_0016,2,4HGBH41JXMN109189,12/2/2023 7:23,12/2/2023 8:02,26.099388,-105.132684,Morning,39.14,31.52,71.87,48.32,2.79,8.97,8,4,6,6,61.05,0.38,0.59,Medium
2_109189_POL4018_1677747600_0017,2,4HGBH41JXMN109189,3/2/2023 9:00,3/2/2023 9:58,46.309729,-91.853807,Morning,58.55,48.5,74.27,49.7,15.37,9.85,8,5,5,4,69.74,0.52,0.46,Medium
2_109189_POL4018_1688231760_0018,2,4HGBH41JXMN109189,7/1/2023 17:16,7/1/2023 18:02,30.502646,-101.341096,Evening,46.57,41.81,71.86,53.87,0.44,9.53,6,2,5,4,68.74,0.42,0.48,Medium
2_109189_POL4018_1686336780_0019,2,4HGBH41JXMN109189,6/9/2023 18:53,6/9/2023 19:20,43.609771,-85.650664,Evening,27.6,27.47,78.09,59.71,8.49,5.42,7,7,2,6,62.21,0.36,0.36,Medium
2_109189_POL4020_1756440180_0020,2,4HGBH41JXMN109189,8/29/2025 4:03,8/29/2025 4:53,40.923262,-74.335849,Night,50.18,46.72,75.64,55.86,5.97,8.89,7,5,5,2,68.31,0.54,0.39,Medium
2_109189_POL4020_1738749180_0021,2,4HGBH41JXMN109189,2/5/2025 9:53,2/5/2025 10:11,33.000343,-87.927818,Morning,18.63,18.15,77.3,58.47,0.64,10.87,7,6,5,5,68.54,0.49,0.61,Medium
2_109189_POL4020_1760578920_0022,2,4HGBH41JXMN109189,10/16/2025 1:42,10/16/2025 2:16,25.855001,-98.280057,Night,34.2,26.32,75.11,46.17,11.65,7.04,6,2,4,5,69.21,0.49,0.59,Medium
3_109190_POL4021_1481611380_0001,3,5HGBH41JXMN109190,12/13/2016 6:43,12/13/2016 7:05,29.074543,-124.596515,Morning,22.73,16.47,53.22,43.48,2.39,4.91,0,1,0,1,85.17,0.19,0.23,Low
3_109190_POL4021_1452482760_0002,3,5HGBH41JXMN109190,1/11/2016 3:26,1/11/2016 3:54,41.892313,-105.67046,Night,28.6,20.49,64.91,42.99,18.91,1.71,1,1,1,1,94.19,0.11,0.14,Low
3_109190_POL4021_1481063220_0003,3,5HGBH41JXMN109190,12/6/2016 22:27,12/6/2016 23:07,38.176792,-76.726243,Night,40.39,29.42,56.56,43.71,19.67,3.43,1,1,1,1,97.84,0.12,0.23,Low
3_109190_POL4021_1480164360_0004,3,5HGBH41JXMN109190,11/26/2016 12:46,11/26/2016 13:28,38.56857,-123.352601,Afternoon,42.28,28.62,59.37,40.62,10.73,4.22,1,2,0,0,80.1,0.1,0.3,Low
3_109190_POL4021_1476458760_0005,3,5HGBH41JXMN109190,10/14/2016 15:26,10/14/2016 16:20,37.579822,-117.467931,Afternoon,54.28,41.27,50.35,45.62,11.36,2.99,1,2,1,0,88.2,0.24,0.25,Low
2_109188_POL2004_1454502060_0001,2,3HGBH41JXMN109188,2/3/2016 12:21,2/3/2016 12:51,30.39584,-82.875373,Afternoon,30.34,27.82,76.86,55.01,11.45,9.94,6,7,2,4,70.65,0.6,0.6,Medium
2_109188_POL2004_1452772800_0002,2,3HGBH41JXMN109188,1/14/2016 12:00,1/14/2016 12:22,37.777708,-66.158132,Afternoon,22.78,19.69,66.24,51.86,18.83,10.43,7,7,3,5,55.06,0.39,0.51,Medium
2_109188_POL2004_1454125320_0003,2,3HGBH41JXMN109188,1/30/2016 3:42,1/30/2016 4:36,34.649914,-100.962646,Night,54.26,51.99,74.46,57.49,19.52,11.91,6,5,2,2,64.83,0.52,0.55,Medium
2_109188_POL4011_1475235420_0004,2,3HGBH41JXMN109188,9/30/2016 11:37,9/30/2016 12:04,41.744819,-122.49697,Morning,27.54,23.4,65.53,50.98,7.35,12.31,5,6,2,3,70.4,0.36,0.36,Medium
2_109188_POL4011_1464919920_0005,2,3HGBH41JXMN109188,6/3/2016 2:12,6/3/2016 2:42,38.781479,-89.089964,Night,30.03,25.28,75.87,50.5,13.76,14.4,8,4,3,3,64.97,0.43,0.58,Medium
2_109188_POL4013_1537873500_0006,2,3HGBH41JXMN109188,9/25/2018 11:05,9/25/2018 11:45,37.600227,-72.494181,Morning,40.01,35.67,65.8,53.49,18.57,14.85,8,5,2,6,58.12,0.4,0.65,Medium
2_109188_POL4013_1518169980_0007,2,3HGBH41JXMN109188,2/9/2018 9:53,2/9/2018 10:11,40.409504,-74.708035,Morning,18.29,16.06,68.29,52.69,7.54,7.7,8,3,3,6,57.39,0.37,0.51,Medium
2_109188_POL4013_1545369780_0008,2,3HGBH41JXMN109188,12/21/2018 5:23,12/21/2018 6:15,33.392276,-90.747912,Morning,52.51,49.46,66,56.52,15.87,10.81,8,4,2,3,72.28,0.37,0.4,Medium
2_109188_POL4013_1532845740_0009,2,3HGBH41JXMN109188,7/29/2018 6:29,7/29/2018 6:37,27.1931,-71.288185,Morning,8.45,7.19,77.28,51.05,8.27,14.23,4,3,3,6,59.67,0.46,0.42,Medium
2_109188_POL4013_1528502640_0010,2,3HGBH41JXMN109188,6/9/2018 0:04,6/9/2018 0:09,35.42513,-65.029343,Night,5.39,4.97,70.71,55.34,15.87,5.43,8,3,2,3,60.04,0.64,0.5,Medium
2_109188_POL2006_1539186180_0011,2,3HGBH41JXMN109188,10/10/2018 15:43,10/10/2018 16:24,29.646696,-68.483112,Afternoon,41.6,33.32,67.6,48.06,10.18,8.65,7,3,5,3,65.79,0.63,0.42,Medium
2_109188_POL2006_1553278080_0012,2,3HGBH41JXMN109188,3/22/2019 18:08,3/22/2019 19:01,26.261062,-94.188958,Evening,53.86,53.34,70.11,59.42,18.03,13.8,6,7,3,4,60.03,0.47,0.51,Medium
2_109188_POL2006_1537331820_0013,2,3HGBH41JXMN109188,9/19/2018 4:37,9/19/2018 4:52,45.23652,-73.329589,Night,15.81,14.71,70.86,55.81,7.69,9.7,7,4,2,4,57.86,0.36,0.53,Medium
2_109188_POL2006_1546558860_0014,2,3HGBH41JXMN109188,1/3/2019 23:41,1/4/2019 0:30,41.6249,-78.756648,Night,49.35,45.35,77.23,55.14,12.71,5.25,5,5,2,2,66.53,0.46,0.58,Medium
2_109188_POL2006_1530470160_0015,2,3HGBH41JXMN109188,7/1/2018 18:36,7/1/2018 19:11,26.66252,-95.415612,Evening,35.2,27.4,71.81,46.71,11.13,11.53,6,4,3,4,57.64,0.44,0.62,Medium
2_109188_POL4015_1593563940_0016,2,3HGBH41JXMN109188,7/1/2020 0:39,7/1/2020 1:06,45.742594,-94.903849,Night,27.82,26.44,73,57.03,18.06,12.05,5,4,5,3,55,0.46,0.48,Medium
2_109188_POL4015_1606839420_0017,2,3HGBH41JXMN109188,12/1/2020 16:17,12/1/2020 16:34,45.192539,-110.570582,Afternoon,17.29,16.5,77.39,57.25,0.34,12.39,6,2,5,3,65.39,0.59,0.37,Medium
2_109188_POL4015_1580158980_0018,2,3HGBH41JXMN109188,1/27/2020 21:03,1/27/2020 21:39,33.925538,-96.755021,Night,36.33,28.87,68.21,47.68,9.66,13.83,4,7,2,4,73.37,0.39,0.5,Medium
2_109188_POL4015_1590880320_0019,2,3HGBH41JXMN109188,5/30/2020 23:12,5/30/2020 23:56,26.865455,-77.747042,Night,44.56,38.77,75.91,52.21,4.01,9.91,5,7,2,2,74.9,0.44,0.52,Medium
2_109188_POL4015_1580942280_0020,2,3HGBH41JXMN109188,2/5/2020 22:38,2/5/2020 22:59,38.818444,-97.726028,Night,21.28,21.16,72.5,59.66,5.77,7.84,3,4,4,6,70.89,0.6,0.36,Medium
2_109188_POL4017_1655405460_0021,2,3HGBH41JXMN109188,6/16/2022 18:51,6/16/2022 19:23,30.776686,-71.000456,Evening,32.63,28.39,68.74,52.21,4.87,7.99,8,5,3,6,61.14,0.62,0.4,Medium
2_109188_POL4017_1669323060_0022,2,3HGBH41JXMN109188,11/24/2022 20:51,11/24/2022 21:32,33.363419,-104.882622,Evening,41.76,31.53,65.79,45.3,0.68,13.77,5,3,3,5,55.62,0.46,0.61,Medium
2_109188_POL4017_1649981400_0023,2,3HGBH41JXMN109188,4/15/2022 0:10,4/15/2022 0:20,34.369547,-91.986374,Night,10.26,7.81,76.55,45.67,13.89,6.97,8,2,3,6,57.38,0.55,0.62,Medium
1_109186_POL4001_1478481240_0001,1,1HGBH41JXMN109186,11/7/2016 1:14,11/7/2016 1:52,28.552687,-75.651281,Night,38.32,41.27,91.3,64.62,16.49,32.78,18,6,15,11,33.06,0.86,0.86,High
1_109186_POL4001_1463276700_0002,1,1HGBH41JXMN109186,5/15/2016 1:45,5/15/2016 2:28,33.169232,-76.592919,Night,43.27,51.99,81.87,72.09,2.57,28.96,19,15,6,11,48.78,0.74,0.77,High
1_109186_POL4001_1471036920_0003,1,1HGBH41JXMN109186,8/12/2016 21:22,8/12/2016 21:43,32.33678,-76.210341,Night,21,22.43,81.48,64.1,19.17,16.02,15,7,6,10,31.68,0.77,0.9,High
1_109186_POL4001_1464863640_0004,1,1HGBH41JXMN109186,6/2/2016 10:34,6/2/2016 11:33,32.150149,-101.114746,Morning,59.79,56.2,95.84,56.4,10.11,26.8,12,8,15,15,26.45,0.84,0.74,High
1_109186_POL4003_1530474120_0005,1,1HGBH41JXMN109186,7/1/2018 19:42,7/1/2018 20:07,35.311888,-120.16315,Evening,25.23,25.68,100.47,61.08,14.1,38.02,11,6,11,14,29.33,0.8,0.9,High
1_109186_POL4003_1535368860_0006,1,1HGBH41JXMN109186,8/27/2018 11:21,8/27/2018 12:18,34.968177,-112.107715,Morning,57.57,55.83,90.98,58.19,1.88,38.53,18,14,14,14,24.07,0.86,0.85,High
1_109186_POL4003_1525115940_0007,1,1HGBH41JXMN109186,4/30/2018 19:19,4/30/2018 19:43,25.799257,-108.593698,Evening,24.5,28.75,97.77,70.4,13.6,21.99,13,14,10,6,37.81,0.8,0.79,High
1_109186_POL4003_1541211780_0008,1,1HGBH41JXMN109186,11/3/2018 2:23,11/3/2018 3:10,28.013804,-106.264003,Night,47.56,44.97,88.85,56.73,17.44,18.71,15,16,13,6,20.21,0.72,0.72,High
1_109186_POL4003_1523862780_0009,1,1HGBH41JXMN109186,4/16/2018 7:13,4/16/2018 7:46,44.43091,-119.100953,Morning,33.67,40.06,82.84,71.39,8.4,21.96,10,9,11,11,34.57,0.81,0.79,High
1_109186_POL2003_1567567500_0010,1,1HGBH41JXMN109186,9/4/2019 3:25,9/4/2019 3:52,46.711881,-88.673018,Night,27.21,31.64,101.19,69.77,3.72,39.53,18,7,13,13,30.64,0.72,0.75,High
1_109186_POL2003_1549571340_0011,1,1HGBH41JXMN109186,2/7/2019 20:29,2/7/2019 21:12,45.546979,-65.445154,Evening,43.39,41.26,81.29,57.06,19.35,31.47,14,15,7,6,32.14,0.87,0.88,High
1_109186_POL2003_1560331080_0012,1,1HGBH41JXMN109186,6/12/2019 9:18,6/12/2019 9:33,30.797048,-105.919205,Morning,15.33,14.07,88.51,55.05,12.19,25.5,17,9,14,14,23.95,0.74,0.8,High
1_109186_POL2003_1561435320_0013,1,1HGBH41JXMN109186,6/25/2019 4:02,6/25/2019 4:30,43.541319,-106.997882,Night,28.56,29.05,101.79,61.03,3.57,15.57,8,17,11,11,40.68,0.79,0.95,High
1_109186_POL4005_1598659020_0014,1,1HGBH41JXMN109186,8/28/2020 23:57,8/29/2020 0:16,40.378869,-110.848315,Night,19.87,19.21,104.9,58,3.75,20.51,9,16,9,12,24.61,0.92,0.87,High
1_109186_POL4005_1602733680_0015,1,1HGBH41JXMN109186,10/15/2020 3:48,10/15/2020 4:14,30.910343,-101.53579,Night,26.52,28.01,102.24,63.37,9.24,39.33,11,14,8,15,34.5,0.73,0.78,High
1_109186_POL4005_1584751620_0016,1,1HGBH41JXMN109186,3/21/2020 0:47,3/21/2020 1:41,35.816217,-115.450288,Night,54.55,63.51,101.2,69.85,5.26,39.64,11,12,5,11,49.92,0.94,0.83,High
1_109186_POL4005_1594296660_0017,1,1HGBH41JXMN109186,7/9/2020 12:11,7/9/2020 12:43,42.594006,-117.566036,Afternoon,32.5,39.71,103.04,73.31,19.12,27.57,20,14,5,11,34.73,0.93,0.88,High
1_109186_POL4007_1650024180_0018,1,1HGBH41JXMN109186,4/15/2022 12:03,4/15/2022 12:40,32.575469,-82.869449,Afternoon,37.09,35.58,89.34,57.56,5.84,34.53,20,6,12,10,27.87,0.89,0.77,High
1_109186_POL4007_1665793080_0019,1,1HGBH41JXMN109186,10/15/2022 0:18,10/15/2022 1:05,25.988083,-74.403851,Night,47.16,44.83,101.58,57.04,5.22,24.31,16,15,7,7,24.75,0.8,0.77,High
1_109186_POL4009_1730730360_0020,1,1HGBH41JXMN109186,11/4/2024 14:26,11/4/2024 15:01,42.160881,-117.371548,Afternoon,35.54,37.9,100.35,63.99,6.42,28.36,9,16,15,12,43.11,0.77,0.78,High
1_109186_POL4009_1721075520_0021,1,1HGBH41JXMN109186,7/15/2024 20:32,7/15/2024 21:30,29.945269,-83.018175,Evening,58.74,70,107.29,71.5,15.28,29.24,20,9,5,14,35.83,0.83,0.9,High
1_109186_POL4009_1727238180_0022,1,1HGBH41JXMN109186,9/25/2024 4:23,9/25/2024 4:40,33.663153,-76.743942,Night,17.66,19.88,102.6,67.54,17.24,20.47,17,16,9,9,21.69,0.86,0.82,High
1_109186_POL4009_1710030180_0023,1,1HGBH41JXMN109186,3/10/2024 0:23,3/10/2024 1:05,47.343919,-109.031028,Night,42.01,49.96,82.85,71.35,7.48,25.07,10,15,13,14,46.4,0.94,0.87,High
1_109187_POL4002_1489142700_0001,1,2HGBH41JXMN109187,3/10/2017 10:45,3/10/2017 11:21,37.12204,-97.37882,Morning,36.92,41.66,90.55,67.7,2.09,37.77,15,18,13,10,45.01,0.77,0.72,High
1_109187_POL4002_1498714320_0002,1,2HGBH41JXMN109187,6/29/2017 5:32,6/29/2017 6:12,47.507975,-101.189492,Morning,40.72,48.1,91.93,70.88,6.86,29.1,10,12,6,9,22.13,0.7,0.8,High
1_109187_POL4002_1490135760_0003,1,2HGBH41JXMN109187,3/21/2017 22:36,3/21/2017 23:10,41.041935,-110.621639,Night,34.7,39,84.91,67.44,15.16,27.15,17,7,5,14,38.77,0.72,0.76,High
1_109187_POL4002_1499928240_0004,1,2HGBH41JXMN109187,7/13/2017 6:44,7/13/2017 7:19,44.45708,-96.810068,Morning,35.55,44.17,87.26,74.55,16.47,27.52,15,12,12,8,27.02,0.86,0.76,High
1_109187_POL4002_1486979280_0005,1,2HGBH41JXMN109187,2/13/2017 9:48,2/13/2017 10:05,44.618816,-112.89637,Morning,17.99,21.38,107.93,71.3,4.54,19.09,11,15,15,12,35.87,0.77,0.84,High
1_109187_POL4004_1571024640_0006,1,2HGBH41JXMN109187,10/14/2019 3:44,10/14/2019 3:49,27.753166,-73.489442,Night,5.86,7.25,100.93,74.23,13.47,25.55,9,16,10,13,46.33,0.82,0.93,High
1_109187_POL4004_1555041600_0007,1,2HGBH41JXMN109187,4/12/2019 4:00,4/12/2019 4:23,30.593218,-80.290247,Night,23.8,29.06,109.9,73.27,14.16,18.47,9,9,5,5,31.78,0.89,0.84,High
1_109187_POL4004_1551848160_0008,1,2HGBH41JXMN109187,3/6/2019 4:56,3/6/2019 5:41,39.347543,-95.483486,Night,45.5,48.78,91.11,64.32,19.88,15.04,12,13,9,15,23.49,0.95,0.92,High
1_109187_POL4004_1548887520_0009,1,2HGBH41JXMN109187,1/30/2019 22:32,1/30/2019 23:09,30.62559,-91.939281,Night,37.25,38.9,80.74,62.65,18.6,33.31,14,7,5,6,44.15,0.85,0.71,High
1_109187_POL4006_1623594000_0010,1,2HGBH41JXMN109187,6/13/2021 14:20,6/13/2021 15:14,42.115409,-67.172544,Afternoon,54.54,57.72,99.98,63.5,2.95,28.87,8,9,8,9,46.18,0.84,0.76,High
1_109187_POL4006_1617562740_0011,1,2HGBH41JXMN109187,4/4/2021 18:59,4/4/2021 19:56,35.296333,-99.146322,Evening,57.68,70.94,96.83,73.79,16.18,27.3,15,18,5,7,48.33,0.87,0.76,High
1_109187_POL4006_1615313280_0012,1,2HGBH41JXMN109187,3/9/2021 18:08,3/9/2021 18:51,46.718238,-65.751401,Evening,43.6,51.46,98.47,70.82,16.92,23.04,13,15,7,13,48.74,0.77,0.82,High
1_109187_POL4006_1619010540_0013,1,2HGBH41JXMN109187,4/21/2021 13:09,4/21/2021 13:40,26.396109,-77.821386,Afternoon,31.54,29.42,98.24,55.97,2.08,23.77,18,12,14,10,44.35,0.8,0.75,High
1_109187_POL4008_1695046920_0014,1,2HGBH41JXMN109187,9/18/2023 14:22,9/18/2023 15:13,47.636089,-72.448037,Afternoon,51.18,54.54,98.79,63.94,0.17,35.87,18,17,10,8,28.71,0.89,0.73,High
1_109187_POL4008_1685240460_0015,1,2HGBH41JXMN109187,5/28/2023 2:21,5/28/2023 3:18,31.774238,-109.571386,Night,57.38,65.46,105.78,68.45,8.91,36.2,18,16,5,5,42.29,0.83,0.8,High
1_109187_POL4008_1681412880_0016,1,2HGBH41JXMN109187,4/13/2023 19:08,4/13/2023 19:28,27.529843,-90.710874,Evening,20.62,20.23,82.45,58.86,9.52,18.67,20,6,10,9,43.65,0.7,0.82,High
1_109187_POL4008_1697350440_0017,1,2HGBH41JXMN109187,10/15/2023 6:14,10/15/2023 6:21,31.522555,-95.123347,Morning,7.69,8.78,81.61,68.54,9.42,39.87,18,16,15,7,28.18,0.89,0.77,High
1_109187_POL4008_1678692240_0018,1,2HGBH41JXMN109187,3/13/2023 7:24,3/13/2023 8:22,38.612629,-87.565857,Morning,58.94,65.94,89.97,67.13,0.99,25.5,11,12,12,14,26.76,0.87,0.73,High
1_109187_POL4010_1747413960_0019,1,2HGBH41JXMN109187,5/16/2025 16:46,5/16/2025 17:24,26.136634,-105.262013,Afternoon,38.8,44.02,92.02,68.07,6.89,31.77,10,18,11,6,33.97,0.8,0.73,High
1_109187_POL4010_1748859780_0020,1,2HGBH41JXMN109187,6/2/2025 10:23,6/2/2025 10:44,37.521208,-84.070325,Morning,21.29,24.17,105.9,68.12,6.57,31.91,14,18,15,10,31.31,0.71,0.77,High
1_109187_POL4010_1743453240_0021,1,2HGBH41JXMN109187,3/31/2025 20:34,3/31/2025 21:20,36.341651,-102.0955,Evening,46.29,50.04,88.85,64.86,9.19,26.53,16,13,11,9,26.07,0.76,0.81,High
1_109187_POL4010_1736415360_0022,1,2HGBH41JXMN109187,1/9/2025 9:36,1/9/2025 9:51,28.606602,-70.607326,Morning,15.36,14.9,88.75,58.22,6.68,18.28,15,14,13,8,34.92,0.93,0.82,High
1_109187_POL4010_1753428600_0023,1,2HGBH41JXMN109187,7/25/2025 7:30,7/25/2025 8:27,28.866364,-83.099937,Morning,57.84,66.74,96.24,69.23,15.81,28.12,15,14,9,5,31.33,0.71,0.7,High
51_109286_POL4043_1517412060_0006,51,101HGBH41JXMN109286,1/31/2018 15:21,1/31/2018 15:31,46.726995,-102.644694,Afternoon,10.54,7.09,60.13,40.35,19.71,4.61,1,2,2,2,99.22,0.21,0.24,Low
51_109286_POL4043_1545549900_0007,51,101HGBH41JXMN109286,12/23/2018 7:25,12/23/2018 8:02,28.927697,-97.625325,Morning,37.04,22.91,63.31,37.11,1.06,2.36,2,2,0,1,86.14,0.13,0.24,Low
51_109286_POL4043_1517363160_0008,51,101HGBH41JXMN109286,1/31/2018 1:46,1/31/2018 1:53,32.7276,-79.42049,Night,7.67,5.5,63.35,43.03,15.18,3.02,1,0,2,0,81.15,0.1,0.28,Low
51_109286_POL4045_1604891640_0009,51,101HGBH41JXMN109286,11/9/2020 3:14,11/9/2020 4:06,31.738319,-82.14688,Night,52.45,39.63,53.03,45.33,2.18,3.21,0,0,1,0,86.78,0.26,0.21,Low
51_109286_POL4045_1578368760_0010,51,101HGBH41JXMN109286,1/7/2020 3:46,1/7/2020 3:58,40.216514,-119.865533,Night,12.55,6.42,62.81,30.71,16.56,4.58,2,0,1,2,83.71,0.18,0.2,Low
51_109287_POL4042_1503435120_0001,51,102HGBH41JXMN109287,8/22/2017 20:52,8/22/2017 21:28,46.533699,-104.903686,Evening,36.17,27.25,46.58,45.2,14.08,0.11,1,0,0,1,89.82,0.25,0.12,Low
51_109287_POL4042_1504663440_0002,51,102HGBH41JXMN109287,9/6/2017 2:04,9/6/2017 2:31,32.804813,-104.13569,Night,27.74,20.25,61.37,43.81,4.59,0.77,1,1,2,0,87.78,0.16,0.24,Low
51_109287_POL4042_1514357400_0003,51,102HGBH41JXMN109287,12/27/2017 6:50,12/27/2017 7:34,30.111448,-100.759263,Morning,44.65,33.73,58.24,45.33,16.18,1.37,2,2,2,0,88.18,0.22,0.15,Low
51_109287_POL4044_1567590000_0004,51,102HGBH41JXMN109287,9/4/2019 9:40,9/4/2019 10:07,39.660128,-67.996714,Morning,27.21,14.65,56.38,32.31,4.35,4.41,2,0,0,0,92.97,0.28,0.11,Low
51_109287_POL4044_1550461080_0005,51,102HGBH41JXMN109287,2/18/2019 3:38,2/18/2019 4:29,34.048355,-78.434871,Night,51.27,38.2,63.29,44.7,2.95,3.1,1,2,2,1,95.01,0.24,0.11,Low
52_109288_POL4046_1508808900_0001,52,103HGBH41JXMN109288,10/24/2017 1:35,10/24/2017 2:32,34.314634,-95.44322,Night,57.96,70.36,105.62,72.84,0.79,38.52,16,7,5,11,22,0.8,0.94,High
52_109288_POL4046_1496348940_0002,52,103HGBH41JXMN109288,6/1/2017 20:29,6/1/2017 21:16,34.942557,-96.944224,Evening,47.45,58.64,109.27,74.15,5.62,33.98,9,17,12,5,30.14,0.75,0.92,High
52_109288_POL4046_1497897660_0003,52,103HGBH41JXMN109288,6/19/2017 18:41,6/19/2017 19:11,31.264324,-119.265362,Evening,30.71,29.98,89.22,58.58,15.9,27.67,19,6,9,6,28.08,0.75,0.75,High
52_109288_POL4046_1510784040_0004,52,103HGBH41JXMN109288,11/15/2017 22:14,11/15/2017 23:01,36.838307,-115.462751,Night,47.9,53.18,106.97,66.62,13.83,23.53,19,11,9,10,27.68,0.83,0.78,High
52_109288_POL4046_1494247440_0005,52,103HGBH41JXMN109288,5/8/2017 12:44,5/8/2017 13:28,45.754865,-94.432661,Afternoon,44.77,48.56,80.04,65.08,12.31,22.55,19,13,11,10,39.45,0.87,0.83,High
52_109288_POL4048_1550904960_0006,52,103HGBH41JXMN109288,2/23/2019 6:56,2/23/2019 7:51,33.058357,-110.405258,Morning,55.13,62.68,85.76,68.22,6.6,29.25,16,14,12,9,25.12,0.75,0.89,High
52_109288_POL4048_1577323980_0007,52,103HGBH41JXMN109288,12/26/2019 1:33,12/26/2019 1:56,45.866914,-79.790841,Night,23.53,25.03,95.94,63.83,14.16,32.98,19,12,15,11,20.14,0.85,0.77,High
52_109288_POL4048_1562561520_0008,52,103HGBH41JXMN109288,7/8/2019 4:52,7/8/2019 4:58,32.499274,-83.253309,Night,6.69,7.49,81,67.18,18.28,20.73,18,10,13,12,40.32,0.95,0.88,High
52_109289_POL4047_1528600680_0001,52,104HGBH41JXMN109289,6/10/2018 3:18,6/10/2018 4:04,43.835941,-96.664657,Night,46.09,47.4,89.52,61.7,17.58,20.87,19,13,11,15,27.01,0.86,0.8,High
52_109289_POL4047_1514857680_0002,52,104HGBH41JXMN109289,1/2/2018 1:48,1/2/2018 2:06,35.058288,-110.575088,Night,18.04,22.02,101.2,73.24,3.76,38.16,17,14,6,10,46.07,0.77,0.86,High
52_109289_POL4047_1539585180_0003,52,104HGBH41JXMN109289,10/15/2018 6:33,10/15/2018 7:11,34.612267,-121.364139,Morning,38.75,39.76,93.68,61.57,14.03,20.75,14,6,8,11,29.36,0.77,0.85,High
52_109289_POL4047_1521810660_0004,52,104HGBH41JXMN109289,3/23/2018 13:11,3/23/2018 13:57,37.665632,-84.048766,Afternoon,46.27,47.06,103.47,61.03,7.11,36.27,13,9,14,5,47.94,0.75,0.86,High
52_109289_POL4047_1525405140_0005,52,104HGBH41JXMN109289,5/4/2018 3:39,5/4/2018 4:16,46.500326,-109.370804,Night,37.24,40.28,106,64.9,17.25,33.2,20,13,5,13,46.2,0.83,0.92,High
53_109290_POL4049_1476461880_0001,53,105HGBH41JXMN109290,10/14/2016 16:18,10/14/2016 16:59,35.430645,-74.179996,Afternoon,41.5,35.67,71.67,51.57,2.61,12.13,3,3,2,3,55.24,0.48,0.6,Medium
53_109290_POL4049_1479733560_0002,53,105HGBH41JXMN109290,11/21/2016 13:06,11/21/2016 14:00,38.561635,-97.245841,Afternoon,54.07,40.66,71.65,45.12,17.74,9.61,4,3,4,5,72.32,0.4,0.61,Medium
53_109290_POL4049_1460824200_0003,53,105HGBH41JXMN109290,4/16/2016 16:30,4/16/2016 17:13,36.893395,-68.017637,Afternoon,43.11,41.75,70.2,58.11,19.91,12.97,8,5,3,5,72.34,0.41,0.46,Medium
53_109290_POL4049_1455962280_0004,53,105HGBH41JXMN109290,2/20/2016 9:58,2/20/2016 10:36,35.039856,-71.722196,Morning,38.46,35.34,76.35,55.14,15.81,9.37,8,2,3,4,62.42,0.36,0.62,Medium
53_109290_POL4051_1532433840_0005,53,105HGBH41JXMN109290,7/24/2018 12:04,7/24/2018 12:18,35.144269,-89.156319,Afternoon,14.4,13.33,68.89,55.55,9.24,13.93,8,6,6,5,73.9,0.57,0.62,Medium
53_109290_POL4051_1534038720_0006,53,105HGBH41JXMN109290,8/12/2018 1:52,8/12/2018 2:22,31.365996,-79.771688,Night,30.28,28.93,68.8,57.33,9.21,13.07,3,7,4,4,73.6,0.36,0.47,Medium
53_109290_POL4051_1531498620_0007,53,105HGBH41JXMN109290,7/13/2018 16:17,7/13/2018 16:22,46.628579,-81.293381,Afternoon,5.33,5.2,65.04,58.57,13.1,5.31,4,3,6,2,62.77,0.46,0.41,Medium
53_109290_POL4051_1517689740_0008,53,105HGBH41JXMN109290,2/3/2018 20:29,2/3/2018 21:12,46.798894,-111.379842,Evening,43.94,35.12,75.07,47.96,8.06,5.63,8,4,5,6,57.38,0.49,0.51,Medium
53_109291_POL4050_1513589100_0001,53,106HGBH41JXMN109291,12/18/2017 9:25,12/18/2017 9:47,38.455885,-86.742869,Morning,22.61,22.47,77.5,59.62,13.47,10.05,7,6,5,4,60.79,0.65,0.37,Medium
53_109291_POL4050_1484462280_0002,53,106HGBH41JXMN109291,1/15/2017 6:38,1/15/2017 7:36,36.543164,-87.833424,Morning,58.26,48.85,72.51,50.31,9.84,10.28,6,7,4,5,69.09,0.56,0.43,Medium
54_109292_POL4052_1527901080_0001,54,107HGBH41JXMN109292,6/2/2018 0:58,6/2/2018 1:25,38.066138,-120.628004,Night,27.09,15.36,56.39,34.03,12.38,3.33,2,2,2,2,99.78,0.24,0.19,Low
54_109292_POL4052_1535944140_0002,54,107HGBH41JXMN109292,9/3/2018 3:09,9/3/2018 3:48,28.574087,-69.285399,Night,39.21,28.15,62.97,43.07,14.07,3.47,3,1,0,2,81.64,0.14,0.25,Low
54_109292_POL4052_1524985320_0003,54,107HGBH41JXMN109292,4/29/2018 7:02,4/29/2018 7:37,47.225165,-69.598915,Morning,35.95,25.95,63.37,43.31,18.26,4.87,3,0,0,0,90.38,0.16,0.15,Low
54_109292_POL4052_1521017040_0004,54,107HGBH41JXMN109292,3/14/2018 8:44,3/14/2018 8:50,41.793836,-73.54719,Morning,6.89,5.31,46.19,46.23,11.58,3.19,2,1,1,1,88.11,0.27,0.25,Low
